PRN   Amplitude
1     1.234
2     3.846
3     1.4305
4     1.2275
5     2.1883
6     3.4978
7     2.2471
8     1.1594
9     2.7896
10     3.6951
11     1.0838
12     2.4655
13     1.6466
14     1.202
15     3.0528
16     1.2396
17     1.3439
18     2.554
19     1.3075
20     1.1612
21     1.2077
22     1.1781
23     1.3139
24     3.0688
25     1.0721
26     3.3876
27     1.2399
28     1.1876
29     1.3729
30     3.2643
31     1.0326
32     1.2187
