PRN   Amplitude
1     1.1435
2     3.5234
3     1.2692
4     1.1321
5     2.7733
6     3.1663
7     2.8811
8     1.2808
9     2.8996
10     3.8663
11     1.2269
12     2.5448
13     1.1726
14     1.1274
15     2.7057
16     1.1468
17     1.3141
18     2.1773
19     1.1251
20     1.1454
21     1.0924
22     1.3387
23     1.0255
24     3.4712
25     1.1826
26     3.0219
27     1.3341
28     1.3094
29     1.1692
30     3.269
31     1.1147
32     1.2539
