PRN   Amplitude
1     1.069
2     2.8113
3     1.1941
4     1.1736
5     2.9814
6     2.6914
7     2.9362
8     1.1253
9     2.8945
10     3.4099
11     1.0307
12     2.5833
13     1.2082
14     1.3742
15     2.4171
16     1.2226
17     1.0613
18     2.795
19     1.2645
20     1.2166
21     1.329
22     1.1191
23     1.1156
24     2.9114
25     1.2006
26     3.1916
27     1.2399
28     1.195
29     1.0647
30     2.3909
31     1.0713
32     1.117
