PRN   Amplitude
1     1.1284
2     3.5828
3     1.1744
4     1.153
5     2.0079
6     3.0535
7     3.2022
8     1.2011
9     2.1263
10     3.6007
11     1.4049
12     1.9906
13     1.1041
14     1.0834
15     2.4294
16     1.1014
17     1.0967
18     2.4062
19     1.1865
20     1.205
21     1.0584
22     1.2671
23     1.2062
24     3.5756
25     1.2404
26     3.1392
27     1.1913
28     1.2246
29     1.0516
30     2.7982
31     1.3948
32     1.0035
