PRN   Amplitude
1     1.2884
2     3.4608
3     1.2886
4     1.1594
5     3.0131
6     3.122
7     2.4356
8     1.2619
9     3.1627
10     3.8123
11     1.0879
12     2.3723
13     1.0946
14     1.2506
15     2.5601
16     1.1914
17     1.2215
18     2.2093
19     1.2467
20     1.204
21     1.3093
22     1.1492
23     1.0214
24     2.9662
25     1.1048
26     3.3538
27     1.2744
28     1.3483
29     1.2073
30     2.7482
31     1.3016
32     1.235
