PRN   Amplitude
1     1.0393
2     3.605
3     1.3859
4     1.0431
5     2.4447
6     2.7316
7     2.5374
8     1.1246
9     2.8586
10     3.5432
11     1.1067
12     2.6569
13     1.0698
14     1.3143
15     2.2328
16     1.199
17     1.114
18     1.917
19     1.1227
20     1.0686
21     1.2674
22     1.0769
23     1.2506
24     2.764
25     1.1184
26     2.7582
27     1.2603
28     1.1879
29     1.307
30     2.6417
31     1.1995
32     1.0313
