PRN   Amplitude
1     1.358
2     3.2939
3     1.1385
4     1.061
5     2.9001
6     3.3185
7     2.5774
8     1.3829
9     3.1222
10     3.8388
11     1.1214
12     2.2876
13     1.1875
14     1.0941
15     2.3338
16     1.0178
17     1.2383
18     2.7494
19     1.1709
20     1.3452
21     1.1904
22     1.1641
23     1.1118
24     3.0298
25     1.0712
26     3.2634
27     1.0867
28     1.1025
29     1.2791
30     3.2551
31     1.2723
32     1.1232
