PRN   Amplitude
1     1.4463
2     3.8991
3     1.1483
4     1.1751
5     2.2654
6     3.6394
7     2.7073
8     1.2315
9     3.5935
10     4.142
11     1.2756
12     2.6788
13     1.0227
14     1.1509
15     2.784
16     1.4727
17     1.1479
18     2.1126
19     1.3942
20     1.2727
21     1.1933
22     1.1327
23     1.1277
24     3.2282
25     1.2242
26     3.9163
27     1.2147
28     1.0055
29     1.1826
30     3.3472
31     1.3234
32     1.2815
