PRN   Amplitude
1     1.0762
2     3.0522
3     1.2423
4     1.237
5     2.6795
6     2.7361
7     2.3381
8     1.1134
9     2.7461
10     2.942
11     1.2725
12     2.107
13     1.1271
14     1.1612
15     2.5373
16     1.1276
17     1.2925
18     2.8079
19     1.1623
20     1.367
21     1.1089
22     1.2025
23     1.2801
24     3.4605
25     1.228
26     3.1437
27     1.1241
28     1.2222
29     1.1087
30     3.4377
31     1.1032
32     1.2418
