PRN   Amplitude
1     1.0141
2     3.1364
3     1.3116
4     1.1199
5     2.1195
6     2.9456
7     2.915
8     1.2682
9     3.003
10     2.9992
11     1.1864
12     2.8628
13     1.1751
14     1.3701
15     2.6828
16     1.2504
17     1.3857
18     2.902
19     1.1769
20     1.0379
21     1.3399
22     1.3457
23     1.2046
24     2.8306
25     1.3344
26     3.2724
27     1.0422
28     1.3623
29     1.0397
30     2.8056
31     1.2155
32     1.258
