PRN   Amplitude
1     1.2361
2     3.2208
3     1.0797
4     1.0437
5     2.2068
6     3.0928
7     2.663
8     1.0283
9     3.177
10     3.9028
11     1.1999
12     2.6734
13     1.1801
14     1.0372
15     2.7788
16     1.0851
17     1.1065
18     2.5879
19     1.2841
20     1.1819
21     1.0678
22     1.2355
23     1.2648
24     3.0493
25     1.1056
26     3.0888
27     1.2438
28     1.0908
29     1.13
30     4.1036
31     1.1541
32     1.1925
