PRN   Amplitude
1     1.2744
2     3.2222
3     1.1634
4     1.2483
5     2.7258
6     3.2145
7     2.6337
8     1.3362
9     2.7857
10     3.0814
11     1.0734
12     2.19
13     1.225
14     1.231
15     1.9938
16     1.0309
17     1.1342
18     2.301
19     1.1046
20     1.2138
21     1.2624
22     1.1371
23     1.2517
24     2.7397
25     1.2213
26     2.5294
27     1.2234
28     1.1028
29     1.2167
30     2.7842
31     1.228
32     1.2394
