PRN   Amplitude
1     1.1519
2     2.8243
3     1.1508
4     1.1125
5     2.6175
6     2.9541
7     2.9012
8     1.268
9     2.8014
10     3.1435
11     1.235
12     2.0278
13     1.1118
14     1.2964
15     2.3347
16     1.0446
17     1.245
18     2.035
19     1.1923
20     1.0332
21     1.0923
22     1.3573
23     1.17
24     2.7311
25     1.1211
26     2.8982
27     1.3296
28     1.2517
29     1.1373
30     3.5553
31     1.0864
32     1.0707
