PRN   Amplitude
1     1.4442
2     3.4739
3     1.4459
4     1.2009
5     2.8698
6     3.1615
7     2.7187
8     1.1844
9     3.2002
10     3.6816
11     1.1209
12     2.2348
13     1.1598
14     1.3179
15     3.1628
16     1.4434
17     1.033
18     1.9837
19     1.2682
20     1.1069
21     1.2396
22     1.1748
23     1.165
24     3.5617
25     1.2428
26     3.2597
27     1.2055
28     1.0743
29     1.1951
30     2.6825
31     1.242
32     1.0547
