PRN   Amplitude
1     1.1822
2     2.8719
3     1.2589
4     1.2914
5     2.1793
6     3.2636
7     2.793
8     1.195
9     3.0585
10     3.6644
11     1.4171
12     2.1445
13     1.1878
14     1.1559
15     2.29
16     1.116
17     1.1928
18     2.7125
19     1.2468
20     1.2313
21     1.2857
22     1.318
23     1.151
24     3.3883
25     1.1706
26     2.8919
27     1.2039
28     1.1557
29     1.2894
30     3.1525
31     1.1586
32     1.1118
